iter	Passed	Remaining
1661	58294	11855
1662	58330	11820
1663	58365	11785
1664	58402	11750
1665	58439	11715
1666	58475	11681
1667	58511	11646
1668	58546	11610
1669	58579	11575
1670	58613	11540
1671	58648	11505
1672	58684	11470
1673	58719	11435
1674	58754	11400
1675	58791	11365
1676	58826	11330
1677	58861	11295
1678	58895	11260
1679	58931	11225
1680	58965	11189
1681	59002	11155
1682	59038	11120
1683	59073	11085
1684	59107	11049
1685	59142	11014
1686	59176	10979
1687	59210	10944
1688	59244	10908
1689	59280	10873
1690	59315	10838
1691	59352	10804
1692	59386	10768
1693	59422	10733
1694	59458	10698
1695	59490	10663
1696	59525	10628
1697	59561	10593
1698	59598	10558
1699	59634	10523
1700	59671	10489
1701	59707	10454
1702	59741	10418
1703	59777	10383
1704	59815	10349
1705	59849	10314
1706	59885	10279
1707	59920	10244
1708	59954	10208
1709	59990	10173
1710	60026	10138
1711	60060	10103
1712	60093	10068
1713	60130	10033
1714	60167	9998
1715	60202	9963
1716	60235	9928
1717	60268	9892
1718	60309	9858
1719	60342	9823
1720	60375	9787
1721	60410	9752
1722	60445	9717
1723	60480	9682
1724	60514	9647
1725	60548	9612
1726	60583	9576
1727	60618	9541
1728	60652	9506
1729	60684	9471
1730	60719	9435
1731	60754	9400
1732	60789	9365
1733	60826	9330
1734	60861	9295
1735	60896	9260
1736	60933	9225
1737	60966	9190
1738	60999	9155
1739	61033	9119
1740	61071	9085
1741	61105	9050
1742	61143	9015
1743	61178	8980
1744	61215	8945
1745	61254	8911
1746	61294	8876
1747	61332	8842
1748	61371	8807
1749	61407	8772
1750	61443	8737
1751	61482	8702
1752	61517	8667
1753	61554	8633
1754	61596	8598
1755	61636	8564
1756	61676	8530
1757	61715	8495
1758	61756	8461
1759	61793	8426
1760	61831	8391
1761	61869	8356
1762	61913	8323
1763	61949	8288
1764	61992	8253
1765	62034	8219
1766	62075	8185
1767	62118	8151
1768	62156	8116
1769	62192	8081
1770	62226	8046
1771	62262	8011
1772	62295	7975
1773	62329	7940
1774	62363	7905
1775	62395	7869
1776	62430	7834
1777	62466	7799
1778	62502	7764
1779	62537	7729
1780	62578	7694
1781	62615	7660
1782	62656	7625
1783	62696	7591
1784	62732	7556
1785	62769	7521
1786	62808	7486
1787	62853	7452
1788	62889	7417
1789	62929	7382
1790	62970	7348
1791	63013	7314
1792	63053	7279
1793	63089	7244
1794	63124	7209
1795	63160	7174
1796	63193	7138
1797	63226	7103
1798	63262	7068
1799	63296	7032
1800	63331	6997
1801	63368	6962
1802	63406	6927
1803	63453	6894
1804	63492	6859
1805	63532	6824
1806	63577	6790
1807	63620	6756
1808	63659	6721
1809	63699	6686
1810	63739	6652
1811	63782	6617
1812	63820	6582
1813	63859	6547
1814	63896	6512
1815	63939	6478
1816	63977	6443
1817	64017	6408
1818	64058	6374
1819	64097	6339
1820	64135	6304
1821	64172	6269
1822	64206	6233
1823	64245	6199
1824	64282	6164
1825	64324	6129
1826	64364	6094
1827	64403	6059
1828	64438	6024
1829	64480	5989
1830	64523	5955
1831	64562	5920
1832	64599	5885
1833	64634	5850
1834	64670	5815
1835	64707	5779
1836	64742	5744
1837	64776	5709
1838	64813	5674
1839	64848	5638
1840	64883	5603
1841	64918	5568
1842	64954	5533
1843	64988	5497
1844	65023	5462
1845	65059	5427
1846	65093	5392
1847	65126	5356
1848	65162	5321
1849	65197	5286
1850	65234	5251
1851	65271	5216
1852	65310	5181
1853	65344	5145
1854	65379	5110
1855	65410	5074
1856	65442	5039
1857	65480	5004
1858	65515	4969
1859	65552	4934
1860	65587	4898
1861	65619	4863
1862	65656	4828
1863	65689	4792
1864	65725	4757
1865	65760	4722
1866	65796	4687
1867	65831	4651
1868	65865	4616
1869	65898	4581
1870	65934	4545
1871	65968	4510
1872	66003	4475
1873	66039	4440
1874	66075	4405
1875	66112	4369
1876	66148	4334
1877	66181	4299
1878	66216	4264
1879	66252	4228
1880	66290	4193
1881	66322	4158
1882	66358	4123
1883	66392	4087
1884	66425	4052
1885	66460	4017
1886	66498	3982
1887	66534	3946
1888	66571	3911
1889	66607	3876
1890	66641	3841
1891	66678	3806
1892	66713	3770
1893	66748	3735
1894	66784	3700
1895	66821	3665
1896	66855	3630
1897	66892	3594
1898	66927	3559
1899	66960	3524
1900	66995	3488
1901	67031	3453
1902	67067	3418
1903	67103	3383
1904	67136	3348
1905	67173	3312
1906	67207	3277
1907	67241	3242
1908	67279	3207
1909	67314	3171
1910	67351	3136
1911	67386	3101
1912	67419	3066
1913	67451	3030
1914	67485	2995
1915	67522	2960
1916	67557	2925
1917	67592	2889
1918	67629	2854
1919	67665	2819
1920	67699	2784
1921	67732	2748
1922	67768	2713
1923	67803	2678
1924	67836	2642
1925	67873	2607
1926	67909	2572
1927	67943	2537
1928	67977	2502
1929	68011	2466
1930	68046	2431
1931	68079	2396
1932	68117	2361
1933	68151	2325
1934	68187	2290
1935	68222	2255
1936	68256	2220
1937	68293	2184
1938	68327	2149
1939	68362	2114
1940	68396	2079
1941	68428	2043
1942	68465	2008
1943	68500	1973
1944	68533	1937
1945	68565	1902
1946	68601	1867
1947	68639	1832
1948	68676	1797
1949	68711	1761
1950	68746	1726
1951	68783	1691
1952	68819	1656
1953	68853	1620
1954	68887	1585
1955	68925	1550
1956	68958	1515
1957	68991	1479
1958	69027	1444
1959	69062	1409
1960	69100	1374
1961	69137	1339
1962	69171	1303
1963	69207	1268
1964	69239	1233
1965	69275	1198
1966	69306	1162
1967	69342	1127
1968	69377	1092
1969	69411	1057
1970	69445	1021
1971	69482	986
1972	69520	951
1973	69557	916
1974	69595	880
1975	69630	845
1976	69664	810
1977	69701	775
1978	69739	740
1979	69772	704
1980	69808	669
1981	69844	634
1982	69878	599
1983	69912	563
1984	69950	528
1985	69984	493
1986	70020	458
1987	70055	422
1988	70091	387
1989	70127	352
1990	70162	317
1991	70197	281
1992	70234	246
1993	70268	211
1994	70305	176
1995	70340	140
1996	70376	105
1997	70413	70
1998	70449	35
1999	70483	0
