iter	MultiClass
280	0.3219297008
281	0.3215224375
282	0.3207157943
283	0.3201277059
284	0.3197149293
285	0.3194424779
286	0.3185548715
287	0.3183051887
288	0.3177078489
289	0.3174288637
290	0.3170420577
291	0.3167526104
292	0.3164722971
293	0.3159097979
294	0.3151821365
295	0.3145386409
296	0.3141650236
297	0.3138330662
298	0.3134073018
299	0.3130840657
300	0.3128796091
301	0.3123472398
302	0.312041677
303	0.3112894757
304	0.3109244904
305	0.3105824813
306	0.3098904092
307	0.309335406
308	0.3090891721
309	0.3086509088
310	0.3079170988
311	0.3076628839
312	0.3069042076
313	0.3060431574
314	0.3056439747
315	0.3053827834
316	0.305180993
317	0.3045372882
318	0.3040372826
319	0.3034702808
320	0.3033022178
321	0.3026377816
322	0.3021670682
323	0.3016188648
324	0.3011462723
325	0.3008579577
326	0.3006944453
327	0.3004538305
328	0.3001739327
329	0.2999018918
330	0.2992819779
331	0.2988353123
332	0.2981033808
333	0.2978741558
334	0.2975959378
335	0.2972857637
336	0.2969988827
337	0.2962802902
338	0.296078857
339	0.2958451795
340	0.2954689425
341	0.2949759194
342	0.2946604327
343	0.2944783643
344	0.294188203
345	0.2937925165
346	0.2935149439
347	0.2931557217
348	0.2925554283
349	0.2922427306
350	0.2921401678
351	0.2917107405
352	0.2911122194
353	0.2908933667
354	0.2905607195
355	0.2903834422
356	0.2900322965
357	0.2897288233
358	0.2888134242
359	0.2882588164
360	0.28777897
361	0.2873095182
362	0.2866567629
363	0.2860774898
364	0.2855029264
365	0.2850465427
366	0.2846081987
367	0.2842354314
368	0.2839002744
369	0.2835618592
370	0.2833425673
371	0.2828926778
372	0.2823941822
373	0.2821324795
374	0.2818228425
375	0.2814144685
376	0.2808906761
377	0.2804630136
378	0.2800383705
379	0.2795835237
380	0.279339633
381	0.2788076874
382	0.2784966314
383	0.2781797761
384	0.2776555339
385	0.2773385548
386	0.2769826055
387	0.2768137789
388	0.2764863431
389	0.276202237
390	0.2757770301
391	0.2750376375
392	0.2744996249
393	0.27403813
394	0.2737096456
395	0.2731089369
396	0.2729217852
397	0.2727089391
398	0.272374121
399	0.272196423
400	0.2718041483
401	0.271488777
402	0.271325925
403	0.2710491328
404	0.2707938865
405	0.2705499995
406	0.2703184521
407	0.2700950966
408	0.2698199821
409	0.2691573087
410	0.2686299887
411	0.2681820133
412	0.2678638823
413	0.2673473996
414	0.2669560287
415	0.266745017
416	0.2660885477
417	0.2659166526
418	0.2654404407
419	0.2651052909
420	0.2643911443
421	0.2639518111
422	0.2637187084
423	0.2634534121
424	0.2631636796
425	0.2629559809
426	0.2626069201
427	0.2621201877
428	0.2618284294
429	0.2614275458
430	0.2609417972
431	0.2604154132
432	0.259920535
433	0.2596360197
434	0.2592894724
435	0.2590767185
436	0.2586107655
437	0.2584468599
438	0.2583146506
439	0.257986369
440	0.2578698336
441	0.2573437493
442	0.2568216378
443	0.2566450584
444	0.2563839127
445	0.2561069739
446	0.2560243036
447	0.2557125805
448	0.2555287125
449	0.2552699291
450	0.2549766777
451	0.2546293685
452	0.254341086
453	0.253982171
454	0.2536238007
455	0.2534289743
456	0.2528356376
457	0.2527118297
458	0.2525742565
459	0.2524140576
460	0.2519000816
461	0.2515881097
462	0.2514323607
463	0.2512587713
464	0.2507105774
465	0.2503799623
466	0.2500796458
467	0.2496862167
468	0.2493333679
469	0.2486940866
470	0.2485581049
471	0.2481013995
472	0.2475613412
473	0.2471325382
474	0.2465917762
475	0.2461627022
476	0.246036992
477	0.2454207561
478	0.2449320701
479	0.2443654269
480	0.243758807
481	0.2434062918
482	0.2431069148
483	0.2427649492
484	0.2424575982
485	0.2421090424
486	0.2418926236
487	0.2417916572
488	0.2414538315
489	0.2409584288
490	0.2408043269
491	0.2405301059
492	0.2403796309
493	0.2402434704
494	0.2399922535
495	0.2398075844
496	0.2395654194
497	0.2388867155
498	0.238332558
499	0.237995228
500	0.237795504
501	0.2375663174
502	0.2372126767
503	0.2367042474
504	0.2365366981
505	0.2363402669
506	0.2358808213
507	0.2355679472
508	0.2351339353
509	0.2349279868
510	0.2347473694
511	0.234257693
512	0.2338956544
513	0.233592818
514	0.2332473767
515	0.2330877103
516	0.232798289
517	0.2325778432
518	0.2323097675
519	0.2316874179
520	0.2314983247
521	0.2313349873
522	0.2312131814
523	0.231038903
524	0.2304870653
525	0.23040207
526	0.2301544373
527	0.2295554615
528	0.2293211674
529	0.2288247634
530	0.228657195
531	0.2284732315
532	0.2280226027
533	0.2277686965
534	0.227517708
535	0.227320536
536	0.2269819544
537	0.2266287601
538	0.2263392992
539	0.2260182952
540	0.2256573815
541	0.2254776028
542	0.2251400047
543	0.2249951141
544	0.2245278244
545	0.2242082327
546	0.223701723
547	0.22336197
548	0.223209745
549	0.2229501627
550	0.2228142012
551	0.2226298908
552	0.2224830268
553	0.221953159
554	0.2215641862
555	0.2213995709
556	0.221063306
557	0.2208892357
558	0.2204208167
559	0.2201782564
560	0.2197253344
561	0.2195646309
562	0.2193614082
563	0.2191975965
564	0.2190280348
565	0.218828539
566	0.2183376608
567	0.2180256662
568	0.2178659089
569	0.2175520476
570	0.217224323
571	0.2169026711
572	0.2165200152
573	0.2162444963
574	0.216107002
575	0.2159051753
576	0.2156046376
577	0.2154141081
578	0.2151838107
579	0.2148067239
580	0.2145572596
581	0.2142510615
582	0.2139269096
583	0.2136672555
584	0.2133195366
585	0.2129070606
586	0.2125878555
587	0.2124725536
588	0.2121467296
589	0.2119645953
590	0.2117590423
591	0.2115690655
592	0.2113896776
593	0.2110778876
594	0.2109927589
595	0.2108567151
596	0.2107480669
597	0.2106456796
598	0.210223103
599	0.2100691148
600	0.2099552037
601	0.2095147734
602	0.2093754034
603	0.2091981473
604	0.2089345287
605	0.2087131884
606	0.2083382529
607	0.2082418871
608	0.2079265206
609	0.207795933
610	0.2074575581
611	0.2073180109
612	0.2071638681
613	0.2069962875
614	0.2067025668
615	0.2065664053
616	0.2062626694
617	0.2060448168
618	0.2058545496
619	0.205373821
620	0.2052379036
621	0.2048949189
622	0.2043380427
623	0.2040847261
624	0.2038773954
625	0.2036265095
626	0.2034771177
627	0.2031174915
628	0.2028266207
629	0.2026732279
630	0.2023981744
631	0.2021405919
632	0.2018007993
633	0.2015860515
634	0.2014424675
635	0.2012554616
636	0.2011398442
637	0.2010295279
638	0.2008226693
639	0.2006574471
640	0.2003082274
641	0.2000763717
642	0.1998921028
643	0.1996461835
644	0.1995133948
645	0.1992473353
646	0.1991302467
647	0.1989902699
648	0.1988380448
649	0.1985901432
650	0.1983418202
651	0.1980268426
652	0.1978008194
653	0.197487967
654	0.1973701518
655	0.1972388311
656	0.1971000436
657	0.1969393389
658	0.1967020196
659	0.1965252529
660	0.1963192447
661	0.1957932429
662	0.1956737942
663	0.1954439756
664	0.1952605564
665	0.1947950574
666	0.1945965996
667	0.1944512944
668	0.1942163254
669	0.1940938211
670	0.1940030536
671	0.1937021394
672	0.1935461736
673	0.1933793098
674	0.1932381386
675	0.1929523827
676	0.1926855334
677	0.1924438365
678	0.1921738064
679	0.1918178412
680	0.1916361227
681	0.1915416445
682	0.1914380257
683	0.1912799003
684	0.191194235
685	0.1909735005
686	0.1908192889
687	0.1906665462
688	0.1903954348
689	0.1901650867
690	0.189764241
691	0.1895688236
692	0.1893522346
693	0.1892866914
694	0.189104233
695	0.188753338
696	0.1885124195
697	0.1881987713
698	0.1880660384
699	0.1879073943
700	0.1877536114
701	0.1876081389
702	0.1872929961
703	0.1871473389
704	0.1869934187
705	0.1867321249
706	0.186674972
707	0.1865230359
708	0.1862458542
709	0.1858969563
710	0.1857230858
711	0.1855514523
712	0.1852497401
713	0.1849009516
714	0.1846569069
715	0.1843018429
716	0.1841500298
717	0.1840102005
718	0.1837655008
719	0.1835304086
720	0.1832596395
721	0.1829534535
722	0.1828046255
723	0.182689538
724	0.1825837757
725	0.182275849
726	0.1820379381
727	0.1819085617
728	0.1817201943
729	0.1815865955
730	0.1812194889
731	0.1810059949
732	0.1808742305
733	0.18055239
734	0.1801996588
735	0.1800113471
736	0.1798328418
737	0.1796531707
738	0.1795296625
739	0.1794411371
740	0.1792101104
741	0.1789093111
742	0.1787909414
743	0.1785445861
744	0.1783074034
745	0.1781762636
746	0.1780322162
747	0.1777950631
748	0.177385785
749	0.1772111212
750	0.1769351595
751	0.1768715978
752	0.17669356
753	0.1763466126
754	0.1759485138
755	0.1758772266
756	0.1757143075
757	0.1754679706
758	0.1753620282
759	0.1750846035
760	0.1749846743
761	0.1747780761
762	0.1744252506
763	0.1741947392
764	0.174069585
765	0.1737618653
766	0.1735752283
767	0.173439358
768	0.1732564537
769	0.173006973
770	0.1729052647
771	0.1727401144
772	0.172536691
773	0.1723182263
774	0.1721924796
775	0.1719807437
776	0.1717652036
777	0.1716251913
778	0.1713950223
779	0.171195833
780	0.1709976043
781	0.1706061976
782	0.170486874
783	0.1703118477
784	0.1700685378
785	0.1699924561
786	0.1696995633
787	0.1695537373
788	0.1693538756
789	0.1692522442
790	0.1687441983
791	0.1685996306
792	0.1685025762
793	0.1681339954
794	0.1679431093
795	0.1678252629
796	0.1676244498
797	0.1673284312
798	0.1672129316
799	0.1671288717
800	0.1670185424
801	0.1669416498
802	0.1668537217
803	0.1664990052
804	0.1664336574
805	0.166219358
806	0.1661394878
807	0.1658572171
808	0.1657138746
809	0.1654916832
810	0.1653205803
811	0.1651231459
812	0.1648233598
813	0.1645598041
814	0.1643163604
815	0.1640605686
816	0.1638258854
817	0.163675013
818	0.1635250933
819	0.1633763571
820	0.163010783
821	0.1629282091
822	0.1626364281
823	0.1624962051
824	0.1623065636
825	0.162096215
826	0.1618744185
827	0.1616162052
828	0.1613550059
829	0.161210844
830	0.161122666
831	0.1608628211
832	0.1605820432
833	0.16033419
834	0.1601528064
835	0.1600069741
836	0.1598807582
837	0.1597493932
838	0.1595006944
839	0.1593369264
840	0.1591930618
841	0.1589319792
842	0.1586322056
843	0.1584365567
844	0.1583097432
845	0.1582271804
846	0.158048596
847	0.1577291116
848	0.1576553769
849	0.1575470158
850	0.1574372071
851	0.1572738388
852	0.1570902303
853	0.1568327114
854	0.1565875944
855	0.1564956739
856	0.1563323294
857	0.1562065461
858	0.156134525
859	0.1559280028
860	0.1557835367
861	0.1557228539
862	0.155644817
863	0.1553695691
864	0.1549284624
865	0.1547902638
866	0.1546595405
867	0.1544874962
868	0.1542884455
869	0.1541031287
870	0.1537793558
871	0.153635387
872	0.1535010848
873	0.1534201192
874	0.1532838256
875	0.1532063254
876	0.1531339409
877	0.1528526264
878	0.1525941799
879	0.1524447043
880	0.1523123191
881	0.152204108
882	0.151830599
883	0.1517373584
884	0.1516442639
885	0.1515595426
886	0.1512508895
887	0.1511076115
888	0.1509275608
889	0.1508297301
890	0.1506984468
891	0.1505145977
892	0.1504047312
893	0.1503110908
894	0.1501101156
895	0.1498788246
896	0.1497586693
897	0.1496313314
898	0.1494915789
899	0.1493905916
900	0.1492180225
901	0.1490518058
902	0.1488353493
903	0.1487148907
904	0.1486216449
905	0.1483573917
906	0.1482484271
907	0.1480480407
908	0.1479287495
909	0.1476764536
910	0.1475728848
911	0.147371138
912	0.1472969666
913	0.1470781904
914	0.1469689701
915	0.1468719129
916	0.1467834871
917	0.1465786202
918	0.146446859
919	0.1464034776
920	0.1461788226
921	0.146019003
922	0.1459469008
923	0.1458501955
924	0.1457278118
925	0.145560683
926	0.145433309
927	0.1452446722
928	0.1451621865
929	0.1449930465
930	0.144921459
931	0.1448139401
932	0.144684319
933	0.1446204489
934	0.1445005627
935	0.1442629215
936	0.1439983692
937	0.1439023863
938	0.1438144236
939	0.1437066107
940	0.1435283002
941	0.1433576052
942	0.1432395583
943	0.1431285625
944	0.1430368038
945	0.1428326594
946	0.142639324
947	0.142523434
948	0.1424450099
949	0.1420535335
950	0.1418667799
951	0.141742329
952	0.1416186658
953	0.1415237562
954	0.141425866
955	0.1411938913
956	0.1411111309
957	0.1409129769
958	0.140718829
959	0.1406508459
960	0.140512032
961	0.1402663074
962	0.1402253049
963	0.1401018682
964	0.1397019501
965	0.13959478
966	0.1393775134
967	0.139303617
968	0.1391021811
969	0.1388990517
970	0.1387741188
971	0.1387173605
972	0.1385099268
973	0.1383660773
974	0.1381974388
975	0.1380600183
976	0.1379950991
977	0.1378038689
978	0.1376660742
979	0.1374926575
980	0.1372906312
981	0.1372362615
982	0.1370639287
983	0.1367921171
984	0.1366402272
985	0.1365121829
986	0.1363750061
987	0.1362037795
988	0.135987462
989	0.1358790078
990	0.1357469862
991	0.1355434021
992	0.1354473578
993	0.1353802432
994	0.1352245332
995	0.1351695088
996	0.1350676984
997	0.1348710558
998	0.1346624394
999	0.1344393038
1000	0.1343511603
1001	0.1340509316
1002	0.1339150766
1003	0.1337933563
1004	0.1336491033
1005	0.1334989857
1006	0.1333384992
1007	0.1331799264
1008	0.1329317034
1009	0.1327356455
1010	0.1326024337
1011	0.1325252215
1012	0.1323889017
1013	0.132241494
1014	0.1319702642
1015	0.1318526371
1016	0.1317316287
1017	0.1315269849
1018	0.1313998285
1019	0.131319754
1020	0.13112226
1021	0.1309722056
1022	0.1308093624
1023	0.1305672109
1024	0.1305010959
1025	0.1303951132
1026	0.1301893855
1027	0.1300845003
1028	0.1299594556
1029	0.1297556943
1030	0.1295873814
1031	0.1294581523
1032	0.1293045989
1033	0.1290597697
1034	0.1289743982
1035	0.1287873601
1036	0.1286127746
1037	0.1285016423
1038	0.128289605
1039	0.1282217204
1040	0.1279866716
1041	0.1278743663
1042	0.1278022229
1043	0.1276802719
1044	0.1275290832
1045	0.1273807031
1046	0.1272528397
1047	0.1271862349
1048	0.1271117393
1049	0.1270611594
1050	0.126971601
1051	0.1267291882
1052	0.1265327075
1053	0.1263681672
1054	0.126249906
1055	0.126140993
1056	0.1260691768
1057	0.1259638151
1058	0.1258593967
1059	0.1257344175
1060	0.1256002677
1061	0.1255191558
1062	0.1254033243
1063	0.1252864767
1064	0.1251736784
1065	0.1250833726
1066	0.1249013573
1067	0.1246897583
1068	0.1245912355
1069	0.1244520902
1070	0.1243100803
1071	0.1242262525
1072	0.1241480441
1073	0.124082155
1074	0.1240002367
1075	0.1238674674
1076	0.1236884061
1077	0.1235715155
1078	0.1234897528
1079	0.1233344371
1080	0.123217125
1081	0.1231147339
1082	0.1230082604
1083	0.1228932852
1084	0.1227463565
1085	0.1226457052
1086	0.122370376
1087	0.1221124996
1088	0.122003876
1089	0.1219037982
1090	0.1218198147
1091	0.1217218484
1092	0.1216268427
1093	0.1214937063
1094	0.1213263008
1095	0.1212633417
1096	0.1212026742
1097	0.1210535443
1098	0.1208723048
1099	0.1206930338
1100	0.1205670488
1101	0.1204348108
1102	0.1203435627
1103	0.1202830514
1104	0.1201700819
1105	0.1200388555
1106	0.1198329429
1107	0.1197638464
1108	0.1196727475
1109	0.1195901876
1110	0.1194703444
1111	0.119323782
1112	0.1192631916
1113	0.1191148813
1114	0.1190044214
1115	0.1187920033
1116	0.1187252536
1117	0.118641362
1118	0.1185630506
1119	0.1185011763
1120	0.118373336
1121	0.1182406305
1122	0.1180770142
1123	0.1178616882
1124	0.1177991037
1125	0.1176078393
1126	0.1175606037
1127	0.1174960165
1128	0.117404805
1129	0.1172839969
1130	0.1171525593
1131	0.1169044675
1132	0.116755224
1133	0.1166774169
1134	0.1165602579
1135	0.1163170101
1136	0.1162106871
1137	0.1161088557
1138	0.115915187
1139	0.1158713327
1140	0.1157316117
1141	0.1156649165
1142	0.115533018
1143	0.115402576
1144	0.1153365874
1145	0.1151796482
1146	0.1151420175
1147	0.1150312405
1148	0.1149573378
1149	0.1148878392
1150	0.1147602369
1151	0.1145371888
1152	0.1144512157
1153	0.114289009
1154	0.1140234356
1155	0.113934018
1156	0.1137237444
1157	0.1135977981
1158	0.1135098811
1159	0.113342172
1160	0.1131736704
1161	0.1131298742
1162	0.1128783649
1163	0.1127434694
1164	0.1126813029
1165	0.1126152489
1166	0.1125429432
1167	0.1123725453
1168	0.1122985657
1169	0.1121815641
1170	0.1121293595
1171	0.1120933826
1172	0.1119287473
1173	0.1118322494
1174	0.111775084
1175	0.111593331
1176	0.1115313346
1177	0.111336598
1178	0.1112941528
1179	0.1111631596
1180	0.111011509
1181	0.1108425422
1182	0.1106341883
1183	0.1105125796
1184	0.1104954942
1185	0.1102946613
1186	0.1101087442
1187	0.1100332247
1188	0.1098798562
1189	0.1098215667
1190	0.1096844113
1191	0.1095805745
1192	0.1094420117
1193	0.1093675629
1194	0.109186968
1195	0.1090236601
1196	0.1088929807
1197	0.1088179254
1198	0.1087276259
1199	0.1086032879
1200	0.1084842058
1201	0.108378614
1202	0.1081414486
1203	0.1079908576
1204	0.1078870258
1205	0.107785216
1206	0.1076621041
1207	0.107609884
1208	0.1074892168
1209	0.1074307647
1210	0.107268852
1211	0.1071689159
1212	0.1070972055
1213	0.1069401892
1214	0.1067675242
1215	0.1066208312
1216	0.1065489225
1217	0.1064389746
1218	0.106310699
1219	0.1062185665
1220	0.1061624911
1221	0.1060364576
1222	0.1059858426
1223	0.1059124344
1224	0.1058891894
1225	0.1057086089
1226	0.105611452
1227	0.1055758003
1228	0.1054378443
1229	0.1053363694
1230	0.1052129953
1231	0.1050236936
1232	0.104962864
1233	0.1047747444
1234	0.104692546
1235	0.1046689186
1236	0.1044649505
1237	0.1042936182
1238	0.1040656714
1239	0.1039066464
1240	0.1037877347
1241	0.1036457335
1242	0.103550654
1243	0.1034336456
1244	0.1033731265
1245	0.1033059458
1246	0.1032009614
1247	0.1031437203
1248	0.1030973771
1249	0.1029390676
1250	0.1028906163
1251	0.1027954563
1252	0.1026413033
1253	0.102486987
1254	0.1023776033
1255	0.1022786273
1256	0.1021936941
1257	0.1021105316
1258	0.1020118808
1259	0.1019626815
1260	0.1018617156
1261	0.1017560199
1262	0.1017197473
1263	0.1016067271
1264	0.1014375981
1265	0.1013481201
1266	0.1013074443
1267	0.101169981
1268	0.1010698124
1269	0.1009876888
1270	0.1008911572
1271	0.1008253256
1272	0.1006981631
1273	0.1005231545
1274	0.1004047321
1275	0.1002670101
1276	0.1001800579
1277	0.1000651873
1278	0.1000092501
1279	0.09993010276
1280	0.09980782427
1281	0.09969460961
1282	0.09960487973
1283	0.09954395836
1284	0.09945251277
1285	0.09935971954
1286	0.09919420263
1287	0.09915911482
1288	0.09901543748
1289	0.09894272078
1290	0.09888117088
1291	0.0988311848
1292	0.09874850884
1293	0.09869479855
1294	0.09853831091
1295	0.09850139259
1296	0.09840561149
1297	0.09838477766
1298	0.09833035129
1299	0.09822842521
1300	0.09805509241
1301	0.09799811269
1302	0.09794267792
1303	0.09786299004
1304	0.09773624952
1305	0.09765572013
1306	0.09757515809
1307	0.09747270514
1308	0.09741916202
1309	0.0973442349
1310	0.09718902983
1311	0.09708792361
1312	0.09700669805
1313	0.09683294787
1314	0.09667205643
1315	0.09656192204
1316	0.09646874599
1317	0.09637226718
1318	0.09633484282
1319	0.09628427317
1320	0.09614296036
1321	0.096059564
1322	0.09594896996
1323	0.09589016626
1324	0.09581941989
1325	0.09573322298
1326	0.09569413576
1327	0.09559235119
1328	0.09551701261
1329	0.09541862495
1330	0.09532624372
1331	0.09526201315
1332	0.09511715583
1333	0.09502946896
1334	0.09496193843
1335	0.09480606278
1336	0.09476334639
1337	0.09469205984
1338	0.0945518928
1339	0.09443278765
1340	0.09424870862
1341	0.094110095
1342	0.09404361231
1343	0.09396356395
1344	0.09385295852
1345	0.0937716172
1346	0.09359335528
1347	0.09345186649
1348	0.09340214156
1349	0.09330656713
1350	0.09323813618
1351	0.09317168051
1352	0.09303681503
1353	0.09296041317
1354	0.0928043984
1355	0.09270840557
1356	0.09255527402
1357	0.09247556569
1358	0.09242085785
1359	0.09235254431
1360	0.09231333156
1361	0.09216680825
1362	0.09206172506
1363	0.09204666805
1364	0.09200819352
1365	0.09196079553
1366	0.09185527194
1367	0.09172219094
1368	0.09168842062
1369	0.09160549607
1370	0.09152965885
1371	0.09139933234
1372	0.09128208026
1373	0.0911272833
1374	0.0910797444
1375	0.09104095161
1376	0.09090717458
1377	0.09087702184
1378	0.09081282426
1379	0.09072679785
1380	0.09063325755
1381	0.09053727006
1382	0.09050531882
1383	0.09038576329
1384	0.09032384732
1385	0.09025642578
1386	0.0901709762
1387	0.09006334146
1388	0.09000599621
1389	0.08987908917
1390	0.08975051024
1391	0.08972238077
1392	0.08965969793
1393	0.08958216204
1394	0.08952786489
1395	0.0894547245
1396	0.08936920263
1397	0.08931827111
1398	0.0892246846
1399	0.0891446268
1400	0.08910763419
1401	0.08900873867
1402	0.08888479883
1403	0.08878773469
1404	0.08869910233
1405	0.08864121486
1406	0.08850021313
1407	0.08844236553
1408	0.08834312441
1409	0.0882982974
1410	0.08818598741
1411	0.0881103642
1412	0.08807713325
1413	0.08803456524
1414	0.08792440085
1415	0.08786428096
1416	0.08783523789
1417	0.08779001674
1418	0.08776363577
1419	0.08771661284
1420	0.08763815164
1421	0.08758710665
1422	0.0874982267
1423	0.08740746351
1424	0.08735849944
1425	0.08729419283
1426	0.08725429581
1427	0.08720831902
1428	0.08717346448
1429	0.08711260421
1430	0.08706412541
1431	0.08693677387
1432	0.08687116488
1433	0.08680673646
1434	0.08667206797
1435	0.0865630676
1436	0.08651134275
1437	0.08646673386
1438	0.08641052637
1439	0.08635338523
1440	0.0862532814
1441	0.08618222955
1442	0.08611314896
1443	0.08603598662
1444	0.08594249196
1445	0.08585704858
1446	0.08578823659
1447	0.08574048131
1448	0.08563764027
1449	0.08553327279
1450	0.08540239445
1451	0.08529650705
1452	0.08526573424
1453	0.08514370794
1454	0.08509606545
1455	0.08498362839
1456	0.08494545515
1457	0.08488089813
1458	0.0847979276
1459	0.08469043369
1460	0.08462235495
1461	0.08455909617
1462	0.08452430949
1463	0.08446253766
1464	0.08437513106
1465	0.08428173324
1466	0.0842426667
1467	0.08415620739
1468	0.0841228948
1469	0.08405139497
1470	0.08393454844
1471	0.083886087
1472	0.08381775492
1473	0.08376286054
1474	0.08366899071
1475	0.08362482155
1476	0.08355205985
1477	0.08350122026
1478	0.08342292302
1479	0.08333127268
1480	0.0831961183
1481	0.08306895932
1482	0.08302279491
1483	0.08294502759
1484	0.08288186487
1485	0.08277850816
1486	0.08269873291
1487	0.08252261905
1488	0.0824609248
1489	0.08239932801
1490	0.08231606637
1491	0.08220757252
1492	0.0821572114
1493	0.08208720947
1494	0.08202808686
1495	0.08196329361
1496	0.08189576838
1497	0.0818593589
1498	0.08177309064
1499	0.08170245659
1500	0.08163730737
1501	0.08158796552
1502	0.0815181011
1503	0.08146594436
1504	0.08140017719
1505	0.08132022466
1506	0.08125796371
1507	0.08122087619
1508	0.08118702302
1509	0.08105894148
1510	0.0810186137
1511	0.08094940973
1512	0.08082861364
1513	0.08073296615
