iter	MultiClass
1514	0.08065357398
1515	0.08054987262
1516	0.080475048
1517	0.08044550015
1518	0.08035888247
1519	0.08029019197
1520	0.08023677927
1521	0.08015363043
1522	0.08009370961
1523	0.08004895311
1524	0.08002400028
1525	0.07996424858
1526	0.07989856427
1527	0.0797480739
1528	0.07961999651
1529	0.07957586476
1530	0.07952627442
1531	0.07946916079
1532	0.07941570557
1533	0.07929136411
1534	0.07926384121
1535	0.07922885622
1536	0.07915616969
1537	0.07902153975
1538	0.07898509141
1539	0.07890802287
1540	0.07878469983
1541	0.07871700852
1542	0.07863699339
1543	0.0785899024
1544	0.07855791516
1545	0.07844411275
1546	0.07842340974
1547	0.07838363232
1548	0.07833044673
1549	0.07826668753
1550	0.07821859991
1551	0.0781908364
1552	0.0780947298
1553	0.07804888115
1554	0.07796309547
1555	0.07788890252
1556	0.07783818873
1557	0.07777482781
1558	0.07770866994
1559	0.07763889372
1560	0.07761153729
1561	0.07757567934
1562	0.07749750102
1563	0.07743271911
1564	0.07736076625
1565	0.07733244442
1566	0.07727208186
1567	0.07724024959
1568	0.07721204173
1569	0.07717088175
1570	0.07706658562
1571	0.07701714269
1572	0.07697469704
1573	0.07689451384
1574	0.07678175095
1575	0.07663715282
1576	0.0765837237
1577	0.07651991927
1578	0.07646417257
1579	0.07641966846
1580	0.07632608261
1581	0.07627529819
1582	0.07622939084
1583	0.07615522122
1584	0.07600955668
1585	0.07595330169
1586	0.07589324739
1587	0.07580376249
1588	0.07575036363
1589	0.07566926604
1590	0.0756304044
1591	0.07558921694
1592	0.07553940691
1593	0.07549111316
1594	0.07542053673
1595	0.07536782658
1596	0.07531443827
1597	0.07520225825
1598	0.07510582835
1599	0.07507024481
1600	0.07502488195
1601	0.07491066361
1602	0.07487044857
1603	0.07480714833
1604	0.07474714011
1605	0.07465533833
1606	0.07459615317
1607	0.07454370119
1608	0.07450695888
1609	0.07447546004
1610	0.07440953292
1611	0.0743787015
1612	0.07432778048
1613	0.07429937047
1614	0.0742476348
1615	0.07419352919
1616	0.07411881214
1617	0.07404069991
1618	0.07401800287
1619	0.07394262266
1620	0.07388005165
1621	0.07384724703
1622	0.07373343395
1623	0.07364514787
1624	0.0735383777
1625	0.07350292741
1626	0.0734526608
1627	0.07338709198
1628	0.07334946347
1629	0.07331652982
1630	0.07323407514
1631	0.07320956064
1632	0.07316791971
1633	0.07314072198
1634	0.0730635953
1635	0.072993048
1636	0.07293861498
1637	0.07288584318
1638	0.07284130557
1639	0.07279478855
1640	0.0727306109
1641	0.07269578223
1642	0.07264042907
1643	0.07255372594
1644	0.07243368037
1645	0.07240615434
1646	0.07230632127
1647	0.07227024823
1648	0.07223290855
1649	0.07218187187
1650	0.07209012443
1651	0.07203528526
1652	0.07190847204
1653	0.07187857798
1654	0.07182004604
1655	0.07174881842
1656	0.07170480229
1657	0.07163106847
1658	0.07159423421
1659	0.07153769553
1660	0.07146999853
1661	0.07142566813
1662	0.07135753939
1663	0.07127187757
1664	0.07124335857
1665	0.07117889662
1666	0.07110585979
1667	0.07100535069
1668	0.07092104613
1669	0.07088181179
1670	0.07084199402
1671	0.07079999744
1672	0.07074310615
1673	0.07071700234
1674	0.07066064167
1675	0.070621139
1676	0.07054780657
1677	0.07051485496
1678	0.07048801594
1679	0.07040318515
1680	0.07035788719
1681	0.07030705112
1682	0.07024414627
1683	0.07019849253
1684	0.07012784543
1685	0.07008195838
1686	0.06998082653
1687	0.0699014569
1688	0.06988602063
1689	0.06981999316
1690	0.06974587959
1691	0.06964965591
1692	0.06960055845
1693	0.06951806857
1694	0.06943037583
1695	0.06938000414
1696	0.06930338265
1697	0.06922015942
1698	0.06913130089
1699	0.06903242637
1700	0.0690065059
1701	0.06893949757
1702	0.06892284948
1703	0.0688570704
1704	0.06880701985
1705	0.06877634431
1706	0.06874845072
1707	0.06870440871
1708	0.06866297604
1709	0.06861982646
1710	0.06853288795
1711	0.06850970314
1712	0.06846096209
1713	0.06835507874
1714	0.06827014869
1715	0.06823979539
1716	0.06822197909
1717	0.06816475506
1718	0.06806236088
1719	0.06802341368
1720	0.06798326022
1721	0.06793567158
1722	0.06790389704
1723	0.06785326971
1724	0.06782908349
1725	0.06778420838
1726	0.06774389313
1727	0.06769906383
1728	0.06764424089
1729	0.06758161706
1730	0.06754772801
1731	0.06746738571
1732	0.06739291265
1733	0.06731303793
1734	0.06727516734
1735	0.06723455555
1736	0.06716952392
1737	0.06712642672
1738	0.06709725885
1739	0.06705329152
1740	0.0670059366
1741	0.06697924262
1742	0.06688936612
1743	0.06685220233
1744	0.06680688161
1745	0.06676506499
1746	0.06671694579
1747	0.06664183451
1748	0.06660050268
1749	0.06656894267
1750	0.06651918007
1751	0.06648789222
1752	0.06646413702
1753	0.06642581052
1754	0.06639384171
1755	0.06637805945
1756	0.06632987709
1757	0.06627704718
1758	0.06621861243
1759	0.06612584591
1760	0.06611024172
1761	0.0660398554
1762	0.06595082478
1763	0.06593300822
1764	0.06589840008
1765	0.06582845331
1766	0.06575318619
1767	0.06569970941
1768	0.06568078428
1769	0.0656485956
1770	0.06560302832
1771	0.06552840179
1772	0.06549872606
1773	0.06543923205
1774	0.06540751679
1775	0.06534636642
1776	0.06530409569
1777	0.06522942318
1778	0.06515648936
1779	0.06513511753
1780	0.06508200636
1781	0.06504227541
1782	0.0649665111
1783	0.06491301562
1784	0.06488527803
1785	0.06485602506
1786	0.06482861664
1787	0.06474909149
1788	0.06471477096
1789	0.06468910949
1790	0.0646695194
1791	0.06460734892
1792	0.06458224092
1793	0.06453830133
1794	0.06449005244
1795	0.06442003357
1796	0.0643845157
1797	0.06436384442
1798	0.06434611175
1799	0.06429455926
1800	0.06424426458
1801	0.06421034508
1802	0.06417089738
1803	0.06407212716
1804	0.06400962882
1805	0.06398918175
1806	0.06396621626
1807	0.06391606049
1808	0.06384799018
1809	0.06382966498
1810	0.06372641551
1811	0.06368986706
1812	0.06364636529
1813	0.06361714878
1814	0.0635694396
1815	0.06351752915
1816	0.06346107918
1817	0.06339282562
1818	0.06336176564
1819	0.06333431568
1820	0.06329477813
1821	0.06326745198
1822	0.06318840867
1823	0.06316146283
1824	0.06312889607
1825	0.06305622528
1826	0.0630210827
1827	0.06295445452
1828	0.06293438934
1829	0.0628830512
1830	0.06284242733
1831	0.06276357973
1832	0.06275118591
1833	0.06271874467
1834	0.0626964691
1835	0.062641198
1836	0.06261057425
1837	0.06257151813
1838	0.06249609188
1839	0.0624252707
1840	0.06230648096
1841	0.0622245275
1842	0.06214152013
1843	0.06211162189
1844	0.06201442096
1845	0.06198130118
1846	0.06195175825
1847	0.06192792051
1848	0.06190842635
1849	0.06188242336
1850	0.06185528991
1851	0.06181353713
1852	0.0617763972
1853	0.06172729228
1854	0.06166633835
1855	0.06162276131
1856	0.0615553978
1857	0.06152008894
1858	0.06146068955
1859	0.06140467748
1860	0.06138949937
1861	0.06130766794
1862	0.06123818854
1863	0.06120525874
1864	0.0611686943
1865	0.06112059322
1866	0.06104573137
1867	0.06101490953
1868	0.06097421635
1869	0.06095138093
1870	0.06090508957
1871	0.06086091754
1872	0.06082121106
1873	0.06074878556
1874	0.06068828099
1875	0.0606558175
1876	0.06061469494
1877	0.06058666157
1878	0.0605462111
1879	0.06042675914
1880	0.06038690018
1881	0.06034717368
1882	0.0603075123
1883	0.06027520497
1884	0.06025107638
1885	0.06014433228
1886	0.0600896246
1887	0.06002780676
1888	0.0599845441
1889	0.05992356057
1890	0.05987850482
1891	0.05984172412
1892	0.05973395122
1893	0.05969859472
1894	0.05966133762
1895	0.05962431503
1896	0.05953241407
1897	0.05943629415
1898	0.05939515376
1899	0.05937404828
1900	0.05935400043
1901	0.05928089265
1902	0.05922679955
1903	0.05918319027
1904	0.05916169887
1905	0.05913333245
1906	0.05910047357
1907	0.05906241699
1908	0.05899993786
1909	0.05889011619
1910	0.05882281644
1911	0.05878941979
1912	0.05875722477
1913	0.05873515442
1914	0.05871139504
1915	0.05866156641
1916	0.0586245182
1917	0.05857967738
1918	0.05851217883
1919	0.05846922946
1920	0.05842121018
1921	0.05839221813
1922	0.05828584502
1923	0.05826435933
1924	0.05824070432
1925	0.05816496413
1926	0.05811092036
1927	0.05806442238
1928	0.05805599501
1929	0.05798664316
1930	0.05796087661
1931	0.05791290627
1932	0.05784460538
1933	0.05780531797
1934	0.05776343016
1935	0.05772899126
1936	0.05770978042
1937	0.05767397769
1938	0.05763128453
1939	0.0576072081
1940	0.05754502544
1941	0.05752010388
1942	0.05745792618
1943	0.05741634261
1944	0.05737828891
1945	0.05734266258
1946	0.05728248562
1947	0.05720646112
1948	0.05716557201
1949	0.05713651381
1950	0.05710465143
1951	0.05705047452
1952	0.05697667982
1953	0.05693854591
1954	0.05691609488
1955	0.05684341761
1956	0.05681226395
1957	0.05674511243
1958	0.05666390989
1959	0.05659788977
1960	0.05651380368
1961	0.05644235241
1962	0.05641471838
1963	0.05639964229
1964	0.05636649493
1965	0.05632762893
1966	0.05629197706
1967	0.05623305524
1968	0.05618920118
1969	0.05616296568
1970	0.05608978645
1971	0.05603736647
1972	0.05598524152
1973	0.05594133053
1974	0.05589317676
1975	0.05586059539
1976	0.05577921563
1977	0.05572138761
1978	0.05568098067
1979	0.05564871775
1980	0.05560305203
1981	0.05556229518
1982	0.05551399424
1983	0.05549342129
1984	0.05547484234
1985	0.05543395485
1986	0.05539210831
1987	0.05536857064
1988	0.05531819211
1989	0.05528203215
1990	0.05523639477
1991	0.05518598746
1992	0.05512501636
1993	0.0550926469
1994	0.0550632963
1995	0.05501628226
1996	0.05498214886
1997	0.05494111591
1998	0.05490655598
1999	0.05488233166
